0 1:-0.503899 2:-1.06614
0 1:-0.726098 2:-2.38318
0 1:-2.07267 2:-0.868996
0 1:1.99609 2:-0.717935
0 1:-0.100593 2:-2.13291
0 1:2.31758 2:0.613035
0 1:-0.835195 2:2.57136
0 1:2.75634 2:-0.611404
0 1:-3.53137 2:0.582927
0 1:-0.341857 2:2.16842
0 1:-1.37034 2:1.20759
0 1:1.04054 2:0.66866
0 1:1.23274 2:-1.24961
0 1:-3.2314 2:0.785157
0 1:-2.06103 2:1.59729
0 1:-0.836791 2:-0.714917
0 1:-1.47871 2:-1.5433
0 1:0.8078 2:1.07371
0 1:1.0267 2:0.97811
0 1:-0.746993 2:1.92866
0 1:0.618334 2:1.82375
0 1:-1.89711 2:4.96676
0 1:-1.27 2:1.4968
0 1:0.247427 2:-2.63997
0 1:0.151293 2:-0.116412
0 1:2.88487 2:-2.06239
0 1:-0.82088 2:-0.917112
0 1:-2.1695 2:1.46964
0 1:-1.37737 2:-2.19116
0 1:-0.166249 2:-1.21012
0 1:1.44775 2:5.9595
0 1:-1.92413 2:-1.20966
0 1:-4.1608 2:0.512751
0 1:0.0794691 2:0.993493
0 1:2.73962 2:3.11196
0 1:2.96132 2:-2.75773
0 1:2.02524 2:-0.544413
0 1:2.50394 2:2.50303
0 1:-2.13882 2:3.79784
0 1:2.07746 2:-0.395039
0 1:-1.56651 2:-0.106985
0 1:-0.625931 2:0.458321
0 1:-0.545391 2:-1.63785
0 1:1.11029 2:-0.164845
0 1:-0.31906 2:-0.0882409
0 1:1.74372 2:-0.86753
0 1:-0.31946 2:1.15429
0 1:0.0834567 2:-2.15188
0 1:-0.366595 2:-1.43641
0 1:0.35148 2:-0.611309
0 1:2.39813 2:3.6053
0 1:-1.59443 2:-1.44239
0 1:0.396709 2:-0.938465
0 1:-1.78585 2:2.23211
0 1:3.78282 2:-3.91084
0 1:0.605307 2:3.8582
0 1:-3.01854 2:-1.10688
0 1:0.773613 2:0.483015
0 1:-0.713413 2:0.711688
0 1:1.05527 2:1.66256
0 1:1.3872 2:1.88685
0 1:1.49338 2:4.76418
0 1:-0.912583 2:3.96828
0 1:0.638618 2:-0.582248
0 1:-0.35463 2:6.15162
0 1:1.51908 2:-4.30866
0 1:0.814295 2:-1.5906
0 1:1.78697 2:-2.77741
0 1:-1.8033 2:-1.30396
0 1:-5.00166 2:0.111695
0 1:-0.483199 2:1.04953
0 1:2.1406 2:1.81323
0 1:-0.209785 2:-0.611036
0 1:0.154135 2:-2.05442
0 1:0.00145609 2:0.0251969
0 1:1.46821 2:-0.000320887
0 1:-0.708256 2:-0.0196793
0 1:-0.381564 2:-2.03423
0 1:-1.3884 2:0.552933
0 1:-1.79725 2:-1.84874
0 1:0.560085 2:2.81999
0 1:1.21464 2:0.941832
0 1:-0.192561 2:1.06704
0 1:-3.673 2:-0.629029
0 1:-1.64017 2:-0.964095
0 1:-1.69209 2:0.934573
0 1:-0.165652 2:1.61225
0 1:-0.385199 2:-4.10149
0 1:-0.717533 2:-2.50723
0 1:2.03021 2:-1.6376
0 1:-1.74029 2:1.31975
0 1:0.103959 2:-0.820797
0 1:3.50544 2:0.874983
0 1:2.74888 2:-3.84624
0 1:-4.62706 2:0.0631832
0 1:2.96988 2:2.04518
0 1:-3.55742 2:-0.308476
0 1:1.71089 2:2.43745
0 1:-1.34861 2:0.173471
0 1:2.76103 2:0.798552
0 1:2.02839 2:-0.551731
0 1:1.27741 2:-0.0252858
0 1:-3.08695 2:-1.08082
0 1:-0.900503 2:1.68698
0 1:-2.05175 2:2.25587
0 1:-0.768649 2:-1.27042
0 1:1.15944 2:-1.64591
0 1:2.57269 2:-1.18139
0 1:-0.942473 2:1.75679
0 1:5.01254 2:1.38394
0 1:4.27144 2:-2.76698
0 1:-0.270004 2:0.929183
0 1:1.36296 2:0.912821
0 1:0.0792357 2:-1.57863
0 1:-2.28238 2:0.876895
0 1:1.57051 2:-0.579138
0 1:-2.9691 2:3.39219
0 1:-3.07108 2:2.16883
0 1:-1.00756 2:-0.694589
0 1:-1.67061 2:1.17648
0 1:-0.743644 2:2.03714
0 1:-0.254824 2:-0.129018
0 1:0.57018 2:0.415031
0 1:-1.28193 2:0.935175
0 1:0.33571 2:-3.85478
0 1:-2.81969 2:1.86794
0 1:-1.42347 2:1.07137
0 1:1.46076 2:0.315166
0 1:-0.387502 2:1.48842
0 1:-0.834396 2:0.279212
0 1:-1.8124 2:-0.773354
0 1:1.35305 2:-1.66327
0 1:-2.61276 2:0.78663
0 1:-3.11964 2:0.0409484
0 1:1.05528 2:1.7109
0 1:-0.402528 2:-1.50059
0 1:1.1078 2:0.610232
0 1:-1.18133 2:-2.17131
0 1:-1.65753 2:1.29037
0 1:2.47298 2:-2.48753
0 1:-1.51779 2:0.9859
0 1:2.64251 2:-1.6327
0 1:2.81693 2:0.655458
0 1:-2.18353 2:-2.01366
0 1:-0.667268 2:2.66572
0 1:1.15465 2:-0.80391
0 1:-0.800939 2:0.944165
0 1:1.64725 2:-0.870588
0 1:-2.08109 2:3.16394
0 1:2.38288 2:1.62488
0 1:-2.74161 2:0.207642
0 1:-4.08622 2:0.237645
0 1:5.85159 2:1.64548
0 1:1.4746 2:-1.54876
0 1:3.4906 2:-1.53558
0 1:0.00342147 2:-0.121192
0 1:-0.329009 2:2.12502
0 1:1.22895 2:2.76442
0 1:-0.547778 2:2.61042
0 1:-1.42156 2:-1.25977
0 1:2.45715 2:1.08667
0 1:1.18195 2:-1.34619
0 1:-0.60697 2:-1.89961
0 1:3.56581 2:-2.95515
0 1:-1.76457 2:2.88471
0 1:2.42574 2:-0.05027
0 1:3.39781 2:-4.18512
0 1:-2.0162 2:-2.83435
0 1:-0.923343 2:0.636091
0 1:6.83594 2:-0.877275
0 1:2.11248 2:1.69461
0 1:3.29327 2:3.49048
0 1:0.891996 2:-0.636077
0 1:-0.760974 2:-4.44372
0 1:-1.40639 2:2.18741
0 1:-1.17899 2:-0.98959
0 1:-3.67858 2:-0.74392
0 1:-1.06786 2:-0.366789
0 1:0.751916 2:0.845627
0 1:0.376523 2:2.00036
0 1:2.20653 2:0.274088
0 1:0.694634 2:1.25661
0 1:-2.43947 2:0.636129
0 1:-2.85858 2:0.950563
0 1:-3.58564 2:-1.80296
0 1:-1.91367 2:-2.67083
0 1:-3.28089 2:2.29405
0 1:2.28729 2:-0.56307
0 1:0.564203 2:0.386627
0 1:2.72795 2:-1.64822
0 1:0.386209 2:1.81727
0 1:-2.05938 2:-1.54877
0 1:-1.65966 2:-5.05599
0 1:0.758954 2:-2.94445
0 1:3.33243 2:-1.73375
0 1:2.23267 2:2.6634
0 1:3.88678 2:3.24735
0 1:-1.91859 2:-0.203905
0 1:-1.06265 2:-0.727511
0 1:1.08266 2:-2.20412
0 1:2.04985 2:-1.7954
0 1:0.624687 2:-0.130431
0 1:1.99095 2:-0.772132
0 1:0.538336 2:0.879232
0 1:-0.517563 2:1.98623
0 1:-1.82413 2:-1.57447
0 1:1.14454 2:0.729132
0 1:-1.62728 2:0.31385
0 1:4.71737 2:-4.44535
0 1:0.117467 2:0.518217
0 1:-1.01196 2:-0.896387
0 1:0.025338 2:-1.621
0 1:-1.50632 2:-0.905763
0 1:2.43611 2:-1.01717
0 1:-0.982877 2:-1.47969
0 1:-2.15282 2:-1.957
0 1:1.50589 2:0.528304
0 1:2.50444 2:-0.935255
0 1:-0.0248305 2:-0.404207
0 1:-1.15225 2:-1.35312
0 1:-1.79547 2:-1.19124
0 1:0.0489582 2:0.717994
0 1:-0.575125 2:0.218612
0 1:0.285118 2:-0.156627
0 1:-1.88279 2:1.49863
0 1:-2.16808 2:-0.598703
0 1:-0.526589 2:-2.31278
0 1:0.614386 2:0.527276
0 1:-0.0625153 2:-2.92373
0 1:2.83087 2:1.90908
0 1:0.455254 2:1.17628
0 1:1.89743 2:0.743235
0 1:-2.79661 2:-1.37043
0 1:-1.27485 2:0.18371
0 1:1.68513 2:-1.33628
0 1:-0.830507 2:3.70295
0 1:-1.01501 2:2.78036
0 1:-2.96531 2:3.71806
0 1:-1.48685 2:-2.31098
0 1:0.875072 2:-4.64502
0 1:-0.799038 2:-3.21641
0 1:1.49209 2:-0.0382277
0 1:-0.335267 2:2.61908
0 1:0.280425 2:-0.695931
0 1:0.802603 2:-2.17808
0 1:3.29987 2:-2.2889
0 1:3.28281 2:-0.132888
0 1:2.13884 2:0.769423
0 1:0.792454 2:2.59293
0 1:-0.876652 2:-1.4431
0 1:-3.34893 2:0.390573
0 1:-0.834525 2:-1.47051
0 1:-1.40341 2:-0.826442
0 1:-3.19663 2:1.18771
0 1:-0.741372 2:-1.51218
0 1:0.665886 2:3.47444
0 1:-0.672706 2:-1.54185
0 1:-1.27974 2:-2.88334
0 1:0.036535 2:1.12126
0 1:0.0285201 2:-0.205516
0 1:-1.62452 2:-1.12707
0 1:3.69158 2:-1.4221
0 1:0.145463 2:1.63787
0 1:1.47254 2:-0.603017
0 1:-0.551851 2:1.00107
0 1:-1.14633 2:3.77499
0 1:-0.0250689 2:2.37825
0 1:-2.83183 2:-0.600059
0 1:-2.86518 2:2.50107
0 1:1.18004 2:-3.32248
0 1:-1.78229 2:-1.02894
0 1:-1.02238 2:0.275864
0 1:-0.175597 2:3.05454
0 1:3.21971 2:-1.27657
0 1:2.033 2:0.0262782
0 1:2.43204 2:2.38538
0 1:-1.15311 2:0.779157
0 1:-1.51211 2:3.63677
0 1:0.197807 2:-1.77041
0 1:-4.44613 2:2.27645
0 1:2.92395 2:2.22913
0 1:2.2406 2:-1.23748
0 1:1.43105 2:1.83035
0 1:0.131843 2:-1.7133
0 1:-4.3509 2:0.0585923
0 1:-4.46578 2:0.337163
0 1:-1.7818 2:-0.132341
0 1:0.957931 2:-0.669522
0 1:0.498229 2:0.836968
0 1:2.17494 2:3.66874
0 1:1.11934 2:-0.692101
0 1:1.30689 2:-0.320327
0 1:-0.346601 2:-0.631618
0 1:-5.77851 2:2.60778
0 1:-1.92926 2:1.90759
0 1:0.508727 2:1.70976
0 1:-1.93584 2:-0.00762793
0 1:0.342489 2:1.02439
0 1:-1.10102 2:-3.46197
0 1:-0.0137668 2:0.393327
0 1:-5.74834 2:-3.12622
0 1:-3.34396 2:-1.04926
0 1:0.706844 2:7.12213
0 1:1.5285 2:0.175681
0 1:-1.98584 2:-1.16142
0 1:0.909565 2:-3.99561
0 1:0.351439 2:2.48375
0 1:2.24788 2:-0.800294
0 1:1.62287 2:3.44927
0 1:2.90506 2:1.41206
0 1:0.726455 2:4.56884
0 1:1.46816 2:4.9458
0 1:0.339572 2:-2.55933
0 1:2.98204 2:5.41104
0 1:2.29003 2:-2.3234
0 1:3.57674 2:-3.54815
0 1:0.303045 2:1.53921
0 1:-1.57579 2:3.3487
0 1:-1.32796 2:1.87006
0 1:1.90314 2:1.09271
0 1:3.03721 2:2.26001
0 1:0.745769 2:2.34529
0 1:-0.639705 2:-3.07067
0 1:4.61551 2:-1.95977
0 1:0.598353 2:-2.56778
0 1:-3.16868 2:1.23477
0 1:0.421753 2:-1.16423
0 1:1.01807 2:-0.513746
0 1:1.83375 2:0.707225
0 1:-1.04043 2:1.95721
0 1:0.120909 2:-1.37501
0 1:1.2308 2:-1.77882
0 1:-1.04461 2:0.999331
0 1:-1.65228 2:-3.10575
0 1:-2.32336 2:-2.08183
0 1:1.07088 2:1.26043
0 1:5.7587 2:-2.19688
0 1:1.54159 2:0.547401
0 1:-0.598035 2:1.4851
0 1:-2.95145 2:-1.59237
0 1:1.18288 2:0.962878
0 1:1.34001 2:0.050402
0 1:4.18943 2:1.90902
0 1:-0.261366 2:-3.32515
0 1:0.478241 2:-2.07733
0 1:4.94248 2:0.0352922
0 1:-0.223616 2:-0.307545
0 1:-2.00234 2:-4.09197
0 1:3.86766 2:-1.86068
0 1:-1.04671 2:1.45594
0 1:4.58597 2:-0.231013
0 1:4.75227 2:-5.38374
0 1:-1.45556 2:0.588894
0 1:-3.22992 2:-2.93414
0 1:-2.15438 2:6.80997
0 1:1.25419 2:1.37738
0 1:0.721526 2:-0.984754
0 1:2.15655 2:0.238435
0 1:-0.38173 2:-1.09247
0 1:-2.1118 2:0.0179345
0 1:0.109019 2:3.49742
0 1:-0.0349324 2:2.16732
0 1:2.39073 2:-0.0886251
0 1:-0.304297 2:-1.17246
0 1:-0.769585 2:-0.657024
0 1:-5.05417 2:1.99689
0 1:-2.08064 2:-2.27415
0 1:-1.00088 2:-2.6829
0 1:2.32293 2:-2.07153
0 1:-1.40838 2:-0.540033
0 1:4.51985 2:4.71174
0 1:1.73421 2:-2.67758
0 1:1.01705 2:-0.451044
0 1:-0.761249 2:-2.22882
0 1:-1.39699 2:0.46034
0 1:1.537 2:-2.95204
0 1:0.527884 2:-0.270602
0 1:3.81577 2:-1.62429
0 1:3.20667 2:-0.486645
0 1:-3.30028 2:-1.20344
0 1:0.828083 2:-1.42606
0 1:1.72512 2:0.796635
0 1:-0.302883 2:-0.889507
0 1:-1.93539 2:-2.59507
0 1:-0.0408512 2:0.782549
0 1:-0.233392 2:0.367702
0 1:0.971277 2:-2.247
0 1:3.84199 2:2.00959
0 1:-1.5656 2:1.15629
0 1:-0.277274 2:0.605428
0 1:-0.837911 2:1.03554
0 1:-2.01539 2:-1.78326
0 1:0.88742 2:0.863716
0 1:-2.17435 2:-2.54521
0 1:2.06181 2:1.87288
0 1:3.19457 2:1.14978
0 1:-3.12497 2:-0.452399
0 1:-0.272483 2:-2.75606
0 1:0.220167 2:1.52174
0 1:1.45295 2:-1.49021
0 1:3.61871 2:-4.86941
0 1:0.303965 2:-1.53369
0 1:0.207547 2:-0.356957
0 1:2.71324 2:-0.91026
0 1:-0.25344 2:0.173966
0 1:-3.69079 2:0.989237
0 1:2.35224 2:0.26843
0 1:0.0972912 2:2.16636
0 1:-0.358818 2:1.26948
0 1:0.708059 2:1.74951
0 1:-0.622641 2:-0.234174
0 1:-1.74588 2:0.352122
0 1:3.99237 2:-4.86639
0 1:0.151053 2:0.426419
0 1:-1.92384 2:0.0532646
0 1:2.29596 2:3.38022
0 1:1.31436 2:-6.40758
0 1:-0.318694 2:2.79533
0 1:1.24166 2:-3.87431
0 1:-0.0051235 2:2.30278
0 1:2.59294 2:1.08288
0 1:-0.445861 2:-2.91892
0 1:-0.377252 2:3.87243
0 1:-0.830622 2:-0.155122
0 1:-2.42131 2:3.10239
0 1:2.12434 2:-0.314994
0 1:-2.73075 2:-0.74033
0 1:1.15768 2:1.8255
0 1:-0.0976016 2:1.563
0 1:1.02687 2:0.0700799
0 1:1.43689 2:-6.15271
0 1:1.76873 2:-3.46682
0 1:1.10539 2:-1.85154
0 1:-2.69252 2:-0.23471
0 1:1.68878 2:0.709969
0 1:-0.481963 2:-0.189184
0 1:0.592257 2:-0.660998
0 1:1.91916 2:2.83073
0 1:-1.04595 2:-1.84205
0 1:5.42036 2:1.71572
0 1:-2.19121 2:-1.30277
0 1:1.19882 2:4.35417
0 1:0.110162 2:2.70294
0 1:0.708935 2:-0.303523
0 1:1.11384 2:-0.510002
0 1:0.157206 2:1.10138
0 1:-1.89999 2:-1.41518
0 1:-1.57318 2:-3.89032
0 1:3.91187 2:0.497707
0 1:3.51551 2:-2.2184
0 1:-0.378302 2:-0.000849745
0 1:1.46475 2:0.27285
0 1:-0.0870361 2:0.967749
0 1:1.44196 2:0.219796
0 1:-1.38126 2:-4.10487
0 1:-0.825117 2:-1.59733
0 1:-1.02035 2:-1.29967
0 1:-3.32644 2:-0.945174
0 1:0.670933 2:-0.720784
0 1:-1.80715 2:-0.571393
0 1:0.157594 2:-1.2956
0 1:-0.047704 2:-2.10095
0 1:-0.505888 2:-3.39846
0 1:-2.23993 2:0.765765
0 1:-5.70034 2:-1.64132
0 1:1.77008 2:2.33548
0 1:0.292588 2:1.59935
0 1:0.01551 2:0.662087
0 1:0.53293 2:0.406207
0 1:-3.56121 2:0.811392
0 1:0.635268 2:2.5112
0 1:-2.62623 2:0.189286
0 1:-3.59731 2:-0.92345
0 1:0.335152 2:1.46893
0 1:-1.83697 2:0.970953
0 1:0.434837 2:-0.678082
0 1:1.1915 2:2.17144
0 1:-2.50509 2:1.96195
0 1:0.665229 2:0.105428
0 1:-1.50435 2:0.0118524
0 1:-1.64093 2:-2.59967
0 1:-2.06991 2:-0.321668
0 1:0.517796 2:-2.22884
0 1:0.359292 2:-2.29365
0 1:1.16976 2:-2.89362
0 1:1.84078 2:-2.83019
0 1:2.97494 2:-0.0780076
0 1:-4.86215 2:0.302527
0 1:-3.63562 2:-0.386161
0 1:0.242205 2:3.77558
0 1:-3.19572 2:-3.73022
0 1:2.38719 2:-4.35991
0 1:-4.8196 2:0.449672
0 1:0.440941 2:0.656664
0 1:1.46944 2:-1.75025
0 1:-2.53691 2:3.30217
0 1:1.76906 2:-0.746321
0 1:-0.457605 2:2.95136
0 1:2.79374 2:-0.327269
0 1:2.24717 2:0.18692
0 1:-0.770022 2:1.47537
0 1:1.13368 2:1.48571
0 1:1.41839 2:-2.49116
0 1:0.318366 2:-0.752265
0 1:-3.2816 2:-1.20485
0 1:-4.47225 2:0.0109203
0 1:1.17397 2:-3.73436
0 1:0.0565367 2:-0.691894
0 1:1.94276 2:-3.23837
0 1:-1.84537 2:4.1808
0 1:0.190033 2:-2.82486
0 1:-1.50946 2:-3.70861
0 1:1.41288 2:-0.457626
0 1:0.175906 2:1.83265
0 1:-2.01068 2:0.0528124
0 1:-0.268717 2:-2.11438
0 1:0.806335 2:-1.59031
0 1:0.021964 2:0.920014
0 1:0.580507 2:2.77375
0 1:-0.254258 2:-2.02057
0 1:0.684838 2:2.20386
0 1:-2.43919 2:4.77399
0 1:3.34336 2:2.24238
0 1:1.87548 2:1.79554
0 1:-0.98977 2:2.3254
0 1:-1.39861 2:0.516851
0 1:-1.0932 2:-2.21098
0 1:0.803701 2:2.79513
0 1:2.29747 2:-1.07704
0 1:-2.15896 2:-0.0298562
0 1:-1.09278 2:-0.653039
0 1:-0.117723 2:0.930449
0 1:-0.244436 2:0.942494
0 1:-0.536512 2:-0.515349
0 1:-0.950481 2:2.34993
0 1:-2.18162 2:1.1791
0 1:0.826741 2:-2.92657
0 1:-1.77957 2:-0.207715
0 1:-0.508885 2:-1.33682
0 1:1.49528 2:-1.22602
0 1:-0.87287 2:3.80115
0 1:-2.56855 2:-2.71126
0 1:0.915809 2:1.70411
0 1:0.901129 2:-0.489638
0 1:-1.74099 2:-2.84561
0 1:0.388564 2:-2.59918
0 1:-2.21546 2:-0.711159
0 1:0.282316 2:2.02146
0 1:-3.5051 2:-0.893713
0 1:-1.28009 2:1.93437
0 1:-1.76305 2:1.27167
0 1:-0.0141676 2:-2.03445
0 1:-0.491745 2:-2.1046
0 1:-4.0832 2:3.01354
0 1:1.20987 2:-0.0117727
0 1:1.76129 2:-0.235041
0 1:-1.31627 2:0.464562
0 1:-3.21208 2:-1.46368
0 1:1.59706 2:0.23358
0 1:-1.04615 2:0.230261
0 1:0.126641 2:1.74535
0 1:2.24466 2:-0.682941
0 1:0.766639 2:-1.12636
0 1:-2.46445 2:0.461836
0 1:-1.27674 2:-1.06308
0 1:2.0796 2:2.42229
0 1:0.588867 2:-3.08911
0 1:-0.309627 2:-1.67879
0 1:-0.49301 2:3.15002
0 1:-0.743209 2:0.0610901
0 1:1.11748 2:-2.2239
0 1:-0.118663 2:0.473473
0 1:-1.95609 2:-6.00635
0 1:-0.9527 2:0.426766
0 1:-1.53686 2:-1.08154
0 1:-0.663246 2:-1.07667
0 1:-1.6426 2:-2.21205
0 1:-2.03837 2:-1.46705
0 1:3.24035 2:0.718418
0 1:2.4722 2:2.87084
0 1:0.674465 2:-2.44234
0 1:0.695981 2:-0.413741
0 1:-0.688323 2:-1.00289
0 1:-0.113726 2:0.956194
0 1:3.86787 2:2.29748
0 1:-1.66156 2:-0.053051
0 1:-3.02778 2:1.47319
0 1:1.83885 2:1.58016
0 1:0.249909 2:-1.99861
0 1:2.17199 2:0.00531708
0 1:-2.33883 2:-4.2462
0 1:-2.70826 2:-0.571949
0 1:-4.81741 2:-2.67049
0 1:-0.146982 2:2.16201
0 1:-0.701211 2:4.43188
0 1:-1.03915 2:-2.49966
0 1:0.920468 2:0.968043
0 1:1.03037 2:1.49958
0 1:-1.35025 2:-2.57042
0 1:0.209641 2:0.0914521
0 1:2.18052 2:-2.62261
0 1:-1.92835 2:0.00358892
0 1:2.09461 2:-0.374788
0 1:-4.87808 2:1.57265
0 1:0.73183 2:0.236822
0 1:1.33232 2:-1.13937
0 1:-2.58988 2:-0.707287
0 1:2.24664 2:3.84988
0 1:-3.23653 2:-0.825569
0 1:3.67445 2:0.198177
0 1:2.3119 2:-2.9595
0 1:-1.83078 2:-1.19597
0 1:-0.827308 2:2.20135
0 1:-0.360736 2:-0.0938904
0 1:0.306601 2:-1.59006
0 1:0.50559 2:-2.29179
0 1:-0.405101 2:2.17211
0 1:0.0636771 2:0.54321
0 1:2.20258 2:-1.19854
0 1:1.7313 2:-1.52264
0 1:-3.70151 2:-0.668718
0 1:-1.09976 2:1.96728
0 1:-1.37968 2:0.615271
0 1:3.42051 2:-1.07019
0 1:1.85501 2:-0.925257
0 1:-4.11039 2:-1.19057
0 1:0.289198 2:2.75769
0 1:0.129469 2:-1.31173
0 1:2.01834 2:1.34525
0 1:4.28197 2:-1.38644
0 1:3.76948 2:1.12799
0 1:-0.640602 2:1.33324
0 1:0.546635 2:-1.47171
0 1:1.18168 2:-1.9867
0 1:1.56957 2:1.40282
0 1:-2.72936 2:2.0759
0 1:-1.32072 2:3.38907
0 1:-1.60723 2:0.530865
0 1:-3.59505 2:1.60803
0 1:0.780439 2:1.3945
0 1:0.846092 2:-0.629404
0 1:-0.430322 2:0.356462
0 1:-1.78337 2:0.360103
0 1:-1.2667 2:1.82959
0 1:0.0921088 2:1.2679
0 1:1.79577 2:3.01197
0 1:1.28009 2:-1.2461
0 1:2.45872 2:0.704128
0 1:-1.46529 2:1.58435
0 1:-1.39987 2:-1.01602
0 1:1.16971 2:0.772787
0 1:-0.947793 2:-0.210049
0 1:0.0697906 2:2.10851
0 1:1.83949 2:-1.53279
0 1:0.245081 2:0.320919
0 1:-0.533727 2:-0.232322
0 1:-1.66628 2:-0.583763
0 1:1.71635 2:0.687477
0 1:0.252973 2:0.54574
0 1:1.96557 2:0.462622
0 1:-1.0303 2:0.870931
0 1:4.70052 2:0.732259
0 1:0.292036 2:-0.652725
0 1:-0.623091 2:4.05526
0 1:1.71892 2:3.78601
0 1:4.33068 2:-0.583097
0 1:-0.49385 2:4.29925
0 1:-1.26622 2:2.68816
0 1:-1.39858 2:3.75475
0 1:-2.3427 2:4.47863
0 1:-0.96058 2:0.192578
0 1:-3.19389 2:4.85747
0 1:3.11847 2:-1.16917
0 1:-0.417725 2:-0.70328
0 1:1.51716 2:-3.00492
0 1:-0.321258 2:1.2612
0 1:-1.06926 2:-1.77696
0 1:2.26504 2:2.21188
0 1:-1.45977 2:2.93588
0 1:-0.314331 2:-2.06091
0 1:2.62514 2:-2.49634
0 1:4.28438 2:-1.88377
0 1:2.63048 2:-1.57502
0 1:1.21391 2:-0.711828
0 1:1.60404 2:2.56325
0 1:0.52236 2:-1.49759
0 1:2.36682 2:-0.244828
0 1:-2.4827 2:2.44646
0 1:0.687699 2:-2.5602
0 1:-2.38254 2:-0.875273
0 1:-1.59993 2:-1.24687
0 1:-1.45824 2:1.8273
0 1:2.96876 2:1.34532
0 1:1.83201 2:0.158383
0 1:1.75747 2:-0.320235
0 1:4.46602 2:-2.76858
0 1:-2.43768 2:-0.0905427
0 1:-0.730651 2:-1.09317
0 1:2.79717 2:-2.88871
0 1:3.11175 2:-0.380575
0 1:-4.26111 2:-0.677323
0 1:1.14574 2:-3.31131
0 1:3.33334 2:1.52495
0 1:-0.630485 2:0.680758
0 1:-1.86402 2:1.76383
0 1:2.45467 2:-5.58585
0 1:-2.72751 2:0.884387
0 1:0.244658 2:0.162798
0 1:0.0382677 2:0.751565
0 1:-1.49214 2:-5.09914
0 1:-1.46382 2:-3.89864
0 1:-1.36327 2:0.982314
0 1:2.44371 2:3.30581
0 1:-3.47156 2:-1.03204
0 1:-1.90442 2:1.44669
0 1:-2.45386 2:-0.551417
0 1:-2.97789 2:0.178037
0 1:1.61653 2:-0.206786
0 1:0.352913 2:2.15551
0 1:-4.17792 2:-0.488329
0 1:-2.27095 2:2.11058
0 1:1.35469 2:-2.75579
0 1:2.60771 2:2.5557
0 1:0.9627 2:0.0568878
0 1:3.04039 2:-2.79188
